sep=,
station_id,local_date,local_time,temperatuur,dauwpunt,luchtdruk_station,luchtdruk_zee,zichtbaarheid,neerslag,sneeuwdiepte,bewolking,windrichting,windsnelheid,gebeurtenissen
704890,2015-10-11,21:35:47,4.2,0.5,996.2,1006.3,14.9,0.05,0.0,51.3,36,11.5,010000
728895,2015-10-11,21:35:47,3.4,1.8,996.0,1013.4,15.4,0.00,0.0,0.3,278,17.4,000000
167540,2015-10-11,21:35:47,15.0,8.8,1009.2,1015.1,9.0,0.09,0.0,56.3,233,17.5,010000
167543,2015-10-11,21:35:47,17.5,9.8,998.4,994.0,9.5,0.00,0.0,31.9,253,31.2,000000
320610,2015-10-11,21:35:47,1.9,-2.9,1013.5,1012.4,19.3,0.17,0.1,53.1,266,13.2,011000
711430,2015-10-11,21:35:47,6.6,2.7,989.9,1020.1,15.6,0.00,0.0,33.3,20,16.1,000000
722243,2015-10-11,21:35:47,6.5,5.8,993.7,1016.7,10.7,0.00,0.0,85.6,272,15.2,000000
722252,2015-10-11,21:35:47,5.3,0.0,1021.1,1019.5,11.4,0.07,0.0,50.0,204,17.6,010000
722255,2015-10-11,21:35:47,17.6,11.3,1006.6,1018.0,13.4,0.06,0.0,70.4,161,5.4,010000
442980,2015-10-11,21:35:47,-3.4,-13.9,1043.5,1019.8,42.6,0.00,0.0,84.6,156,36.3,100000
722249,2015-10-11,21:35:47,6.4,-1.0,983.6,983.6,12.9,0.00,0.0,19.4,138,8.5,000000
722250,2015-10-11,21:35:47,14.5,8.7,1012.5,1017.6,9.0,0.01,0.0,85.2,327,8.5,010000
109630,2015-10-11,21:35:47,5.0,0.3,990.9,1017.2,35.5,0.20,10.2,57.0,219,6.3,011000
725624,2015-10-11,21:35:47,8.0,3.2,997.8,991.2,4.5,0.00,0.0,2.5,305,5.6,000000
584240,2015-10-11,21:35:47,16.5,10.5,1017.1,1018.6,14.2,0.41,0.0,98.0,338,3.8,010000
844520,2015-10-11,21:35:47,10.2,6.0,1013.2,1013.0,10.7,0.00,0.0,28.8,198,15.4,000000
725625,2015-10-11,21:35:47,6.3,-4.1,1003.4,1004.4,18.7,0.32,0.0,50.0,323,4.0,010000
725626,2015-10-11,21:35:47,4.7,-2.2,1011.7,1016.9,12.2,0.28,0.0,56.6,116,10.8,010000
725627,2015-10-11,21:35:47,4.5,-5.2,985.4,988.7,16.1,0.58,0.0,50.4,152,14.1,010000
369820,2015-10-11,21:35:47,-8.7,-12.2,653.5,676.0,27.9,0.00,0.0,33.1,234,16.7,100000
725628,2015-10-11,21:35:47,3.9,-4.5,1013.1,1011.4,20.2,0.11,0.0,53.6,173,9.0,010000
29190,2015-10-11,21:35:47,1.1,-1.1,1008.7,1007.6,14.8,0.45,0.2,52.6,205,10.0,011000
945940,2015-10-11,21:35:47,13.7,11.3,1011.3,1021.7,34.8,1.90,0.0,73.5,179,22.4,010000
82800,2015-10-11,21:35:47,11.9,5.6,936.9,1017.0,15.9,0.11,0.3,52.2,167,12.1,011000
161400,2015-10-11,21:35:47,11.4,7.0,1002.0,1005.0,7.9,0.27,0.0,51.8,94,3.7,010000
945951,2015-10-11,21:35:47,14.9,13.0,1020.6,1048.5,7.5,0.00,0.0,83.1,302,6.5,000000
269410,2015-10-11,21:35:47,3.6,0.1,1013.4,1017.6,5.9,0.14,0.0,52.4,2,3.8,010000
20600,2015-10-11,21:35:47,-9.3,-10.1,964.6,1001.0,18.1,0.00,0.0,48.8,317,3.9,100000
517160,2015-10-11,21:35:47,4.5,-7.3,909.8,1018.3,26.5,0.17,0.0,85.4,333,12.4,010000
945957,2015-10-11,21:35:47,20.6,-19.6,993.9,1009.8,12.5,0.00,0.0,24.2,310,13.2,000000
945955,2015-10-11,21:35:47,22.5,16.2,1018.7,1026.8,15.7,0.00,0.0,4.7,294,21.8,000000
20550,2015-10-11,21:35:47,4.7,2.2,986.4,1018.6,57.9,0.00,0.0,96.4,116,22.9,000000
